product_id,store_id,featured,product_name,unit,sales,cost_price,sell_price1,sell_price2,sell_price3,stock,stock_min,sold
 BR0335 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilex 948 5kg,kaleng,null,143000,159000,159000,158000,3,3,0
 BR0421 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Fiser S10 ,dus,null,6000,15000,15000,15000,100000020,5,0
 BR1145 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Stop Kran Soligen 1'',pcs,null,20000,30000,30000,30000,5,5,0
 BR0509 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Gunting Holo Camel,pcs,null,27000,39000,39000,39000,46,5,2
BR1329,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,pilok GP 9540,klg,null,25000,30000,30000,28000,16,3,1
 BR0947 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Pipa Starion 4 D,btg,null,70713,105000,105000,95000,12,5,5
 BR0953 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Radar MCPS 5,pcs,null,75000,90000,90000,90000,3,3,0
 BR0371 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Dobel Tip,pcs,null,11500,15000,15000,15000,0,5,0
 BR0236 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat plitur belazo 701 1kg,kaleng,null,80000,95000,95000,90000,4,3,1
 BR0567 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kapek Gagang Fiber 21/2 In,pcs,null,6250,15000,15000,13000,0,5,0
 BR0110 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,"Besi Siku 4X4 6M 3,8Mm",btg,null,120000,145000,145000,140000,14,2,0
 BR1251 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,solder,pcs,null,10500,17000,17000,15000,1,2,1
BR1298,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,SALES KAYU EDENG,R,null,4500000,1,1,1,2,1,0
 BR0615 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Keni Talang Kotak,pcs,null,6000,8000,8000,8000,55,5,0
BR1266,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,SALES GLOBAL YUDI,R,null,432000,1,1,1,100000015,1,0
 BR0537 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Isi Rol Besar Std Supra,pcs,null,10400,15000,15000,15000,36,5,5
 BR0572 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kasa Gipsun Biasa,pcs,null,2800,6000,6000,5000,122,10,8
BR1416,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,stop kontak IB biasa,pcs,null,8000,12000,12000,10000,6,0,0
BR1419,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,fiting kombinasi,pcs,null,5000,8000,8000,7000,12,2,2
BR1413,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,isi kater,pak,null,7000,10000,10000,8000,35,2,1
 BR0787 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Mata Bor Naci 8Mm,pc,null,54000,65000,65000,65000,8,5,0
 BR0774 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Mata Bor Beton  4Mm Joran,pc,null,4000,15000,15000,15000,38,5,0
 BR1167 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,tarikan laci pasang,pasang,null,10000,15000,15000,15000,1,5,0
 BR0965 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,"Rel Pintu J4 2,10",btg,null,180000,280000,280000,230000,5,2,0
 BR0018 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,aquaprof 021 1kg,klg,null,54496,59500,59500,59500,9,4,1
BR1466,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilek 910,galon,null,143000,159000,159000,159000,2,2,0
 BR0410 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Fiber   Pager Hitam ,pcs,null,19500,30000,30000,30000,99999998,20,0
 BR0720 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Lampu Ac 18W,dus,null,23500,35000,35000,35000,16,3,0
 BR0038 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,aquaprof 092 4kg,galon,null,206538,220000,220000,220000,6,3,0
BR1469,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilek 332 galon,galon,null,143000,159000,159000,159000,3,2,0
BR1452,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Gantungan Talang 8'',bh,null,22000,25000,25000,25000,140,15,0
 BR0894 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Palu Godem gagang 2Kg 2Lb ,pcs,null,75000,95000,95000,95000,2,2,1
 BR0893 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Palu Gagang Kayu Sedeng,pcs,null,35000,46000,46000,46000,1,3,2
 BR0911 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Pelampung Toren 1'',pcs,null,70000,130000,130000,115000,6,3,0
 BR0350 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Corong Talang 6'',dus,null,21000,25000,25000,25000,150,5,4
BR1333,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,pilok GP 9142,klg,null,25000,30000,30000,28000,26,3,0
 BR0689 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kuas Biasa 2''1/2,pcs,null,5000,8000,8000,8000,42,12,3
 BR0690 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kuas Biasa 3'',pcs,null,3750,9000,9000,9000,76,12,4
 BR1144 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Stop Kran Camel 3/4,pcs,null,15000,20000,20000,20000,27,5,0
 BR0192 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat envi 926 1/2kg,klg,null,38000,48000,48000,48000,5,1,0
BR1324,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,pilok GP 939 HITAM,klg,null,25000,30000,30000,28000,28,3,5
 BR0369 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Dobel Nepel Pvc  3/4'',pcs,null,2500,5000,5000,5000,100000000,5,0
 BR0427 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Fiting Gantung Broco,pcs,null,5000,9000,9000,9000,5,8,5
 BR0190 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat envi 923 1/2kg,klg,null,38000,48000,48000,48000,2,1,0
BR1394,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,drat toren 1/2'',pcs,null,5000,7000,7000,6000,99,5,1
BR1405,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,SALES AQUAPROF,R,null,11655741,1,1,1,2,1,0
 BR0367 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Dobel Nepel Besi  3/4'',pcs,null,13000,15000,15000,15000,8,5,0
 BR1050 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Serat Tissu,lmbr,null,3500,8000,8000,8000,499,15,18
 BR0459 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Flok SoK 3/4 X 1/2 Aw,pcs,null,3000,4000,4000,4000,98,15,7
 BR0415 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,"Fiber Gelombang 2,10 O,8",lmbr,null,54810,73500,73500,67000,34,5,0
 BR0258 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat plitur propan y503 1kg,kaleng,null,70434,75000,75000,73000,7,2,0
BR1421,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,T ARDE BROCO,BH,null,19549,28000,28000,28000,9,2,3
 BR0414 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,"Fiber Gelombang 1,80 O,6",lmbr,null,46980,63000,63000,57000,23,5,7
 BR0005 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Alderon P  4M,lmbr,null,500000,640000,640000,600000,5,2,3
 BR0721 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Lampu Ac 24W,dus,null,45000,55000,55000,55000,15,3,2
 BR0806 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Mesin Bor Cas Moderen M13,pc,null,385000,470000,470000,470000,3,1,0
 BR0930 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Pipa Rucika 11/2 D,btg,null,40000,55000,55000,50000,28,5,1
BR1467,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilek 927,galon,null,143000,159000,159000,159000,1,2,0
 BR0921 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Pintu pvc krem,set,null,160000,199000,199000,190000,9,3,0
 BR1221 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Triplek Melamin 4Mm,lmbr,null,125000,142000,145000,135000,16,5,5
 BR0162 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat avian 466 1kg,klg,null,71225,78000,78000,76000,9,4,1
 BR0623 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Klem Besi 1',pcs,null,2000,3000,3000,3000,0,10,0
 BR0244 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat plitur boyo 606 1kg,kaleng,null,71000,75000,75000,72000,6,2,0
 BR0464 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Futklep Pvc 1/2'' Biasa,pcs,null,6000,10000,10000,10000,5,5,0
 BR0142 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat genteng envi 1kg 8R08,klg,null,55000,65000,65000,60000,1,1,0
 BR1099 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Sok Drat Luar 1'' X Sok 1/2,pcs,null,2300,6000,6000,6000,19,5,1
 BR0645 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kompon A+,sak,null,52000,60000,60000,60000,99999968,10,21
 BR0534 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Injuk,ikat,null,6000,8000,8000,8000,36,5,7
 BR1130 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Split /Karung,karung,null,11000,20000,20000,15000,99999999,10,1
 BR1018 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Selang Abu BCP,bh,null,11000,15000,15000,15000,15,3,0
 BR0482 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Gembok Sedeng 25Mm,pcs,null,5416,15000,15000,15000,17,3,2
 BR0559 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,taliTies 10Cm Ecer,pcs,null,200,200,200,200,100000000,1,0
 BR0196 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat envi 932 1/2kg,klg,null,38000,48000,48000,48000,3,1,0
 BR0599 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Keni 2 1/2'' D,pcs,null,8840,14000,14000,14000,130,15,9
 BR1067 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Silen Odol Sedeng,pcs,null,10833,17000,17000,17000,51,8,7
 BR0315 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilex 906 5kg,kaleng,null,143000,159000,159000,158000,3,3,0
 BR0104 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Besi 13Ful Lts/Std,btg,null,115000,134000,135000,132000,5,5,0
 BR0393 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Engsel Kupu Kupu 4'',psg,null,9000,15000,15000,12000,100000000,12,0
 BR1012 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Sekrap kaleng camel  8 in,pcs,null,15000,20000,20000,18000,19,3,0
 BR0025 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,aquaprof 032 4kg,galon,null,206000,220000,220000,220000,5,3,0
 BR0264 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat q luc 1154 4.5kg,kaleng,null,63407,75000,75000,72000,1,3,3
BR1431,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,mata bor besi biasa 1mm,pcs,null,3500,6000,6000,6000,39,2,0
 BR0711 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kunci Pas 10 ,dus,null,10000,15000,15000,15000,14,3,1
BR1270,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,aquaprof 20kg 011  putih,pell,null,936000,990000,990000,980000,3,2,0
 BR1009 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Sarung Tangan Bintik Bagus,psg,null,2916,6000,6000,6000,291,24,32
 BR0312 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilex 8004 5kg,kaleng,null,146642,159000,159000,158000,0,3,0
BR0001,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,stop kran kuningan 1/2 in,pcs,null,70000,75000,75000,75000,0,5,1
 BR1171 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,tarikan pintu geser,pcs,null,10000,15000,15000,15000,66,5,0
 BR0289 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat q luc 1555 4.5kg,kaleng,null,63368,75000,75000,72000,2,3,2
 BR0215 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat yoko 702 1kg,klg,null,51225,58000,58000,56000,14,4,1
 BR1109 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,stop kontak gantung broco,pcs,null,10884,17000,17000,17000,32,5,0
 BR0539 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Isi Rol Kecil/Refil Merah,pcs,null,4500,8000,8000,8000,23,5,7
 BR1147 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Stop Kran Soligen 3/4,pcs,null,14000,25000,25000,25000,33,5,0
BR1275,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,no lumut batu alam natural ,kleng,null,99000,105000,105000,105000,4,3,0
 BR0609 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Keni Drat Dalam Biasa  1'' Biasa,pcs,null,4183,8000,8000,8000,84,5,2
BR1268,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,slot gembok,pcs,null,7000,10000,10000,10000,33,5,4
 BR0224 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat yoko 790 1kg,klg,null,51225,58000,58000,56000,7,4,0
 BR0855 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,"pahat kayu 3/8""",pcs,null,18000,30000,30000,30000,11,3,1
BR1459,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,tarikan pintu KM pvc psg,psg,null,3000,5000,5000,5000,1,2,1
 BR0475 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Gembok Kecil 20Mm,pcs,null,5000,10000,10000,10000,18,3,3
BR1366,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,MCB 2 AMPER,bh,null,18000,25000,25000,23000,2,1,0
 BR0395 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Engsel Pvc,psg,null,3750,8000,8000,7000,16,12,4
BR1375,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,TERPAL 6X8,LMBR,null,228000,290000,290000,290000,2,2,0
 BR0044 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,"Asbes Elephan 2,10",lmbr,null,60200,69000,72000,68000,59,10,2
 BR0504 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Grobak Sorong / Lori,pcs,null,380000,490000,490000,460000,3,2,0
 BR0628 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Klem Besi 3',pcs,null,4000,6000,6000,6000,10,10,2
 BR1149 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Talang Bulat 6'',pcs,null,57535,72000,72000,72000,35,10,4
 BR0633 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Klem Pvc 1',pcs,null,1500,2500,2500,2500,304,10,0
BR1277,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,zinggromat nippon green,kaleng,null,50000,60000,60000,60000,5,3,0
 BR0778 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Mata Bor Beton Tombak 10Mm,pc,null,12750,30000,30000,30000,9,5,0
BR1425,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,kran taman setenllis JT 01,pcs,null,35000,55000,55000,55000,39,1,2
BR1392,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,TRI M / 3M,pcs ,null,11500,15000,15000,13000,0,5,3
BR1429,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,lis kayu polos 4cm x 2m,btg,null,6000,12000,12000,12000,144,15,6
 BR0917 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,propan Batu Alam blac glos,klg,null,70018,85000,85000,82000,15,3,0
 BR0659 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kran Stanlis 2 Std Engkol,bh,null,35000,65000,65000,65000,36,5,0
 BR1146 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Stop Kran Soligen 1/2'',pcs,null,12000,20000,20000,20000,33,5,1
 BR0274 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat q luc 1524 4.5kg,kaleng,null,63368,75000,75000,72000,4,3,0
 BR1222 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Tutup Talang 6'',pcs,null,6000,7000,7000,7000,54,10,2
 BR0213 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat yoko 28 1kg,klg,null,51522,58000,58000,56000,12,4,0
 BR0172 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat avian 671 1kg,klg,null,71225,78000,78000,78000,4,4,2
 BR0897 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Palu Godem 6Lb ,pcs,null,48000,80000,80000,80000,6,3,0
BR1447,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,baut grc kuning ecer,pcc,null,100,150,150,150,99999900,3,100
 BR0964 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,"Rel Pintu J3 1,80",btg,null,150000,250000,250000,220000,3,2,2
 BR0030 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,aquaprof 052 4kg,galon,null,206000,220000,220000,220000,7,3,0
 BR0341 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilex 973j 5kg,kaleng,null,143000,159000,159000,158000,1,3,0
 BR0167 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat avian 651 1kg,klg,null,71225,78000,78000,78000,9,4,0
 BR1133 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Steker Biasa lumen,pcs,null,4000,8000,8000,8000,15,5,5
BR1322,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,fiber pager tebel,mtr,null,30000,55000,55000,55000,70,10,0
 BR0952 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Prostek,pcs,null,23000,29000,29000,29000,0,3,0
BR1302,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,kampak gagang fiber bagus,pcs,null,75000,95000,95000,95000,5,3,0
 BR0024 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,aquaprof 032 1kg,klg,null,54496,59500,59500,59500,17,4,0
 BR1048 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Sepatu Boot,pcs,null,49500,75000,75000,75000,23,5,0
 BR0338 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilex 955 5kg,kaleng,null,143000,159000,159000,158000,6,3,0
BR1440,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,kran cuci tangan ipek,pcs,null,30000,45000,45000,45000,1,1,0
 BR0742 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,"Lisplang 2,40MX30CM Tekstur",lmbr,null,69000,79000,79000,76000,12,5,0
BR1291,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,batu asahan 8in hms,pcs,null,10000,15000,15000,13000,26,3,1
 BR1232 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Waterpas Magnet 20Cm,pcs,null,12500,25000,25000,25000,9,5,0
 BR0540 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Isi Rol Kecil/Refil Putih Domba,pcs,null,4500,6000,6000,6000,94,5,0
 BR1226 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Watermor 1'' Soligen,pcs,null,20000,30000,30000,30000,8,5,0
BR1432,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,"mata bor besi biasa 1,5mm",pcs,null,4500,8000,8000,8000,37,2,0
 BR0299 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilex 057 5kg,kaleng,null,143000,159000,159000,158000,4,3,0
 BR0124 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Bonet 90Cm,mtr,null,9500,14000,14000,12000,380,50,50
BR1336,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,pilok GP 918,klg,null,25000,30000,30000,28000,20,3,0
 BR0998 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Saklar + Stop Kontak OB,pcs,null,19000,22000,22000,20000,2,0,0
BR1391,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,lakban coklat,pcs,null,8000,12000,12000,10000,19,3,1
BR1337,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,pilok GP 999,klg,null,25000,30000,30000,28000,20,3,2
 BR0734 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Lis Kayu Profil 3M,btg,null,8500,15000,15000,12000,99999896,20,47
BR1364,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat genteng envi 4kg 8R00,gln,null,205000,230000,230000,225000,3,2,0
 BR0566 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kapek Gagang Fiber 2 In,pcs,null,8000,13000,13000,11000,55,5,5
BR1424,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,gagang gergaji besi ,pcs,null,23000,25000,25000,25000,6,2,1
 BR0316 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilex 907 5kg,kaleng,null,143000,159000,159000,158000,7,3,0
BR1282,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,aquaprof 064 1kg,kaleng,null,54496,59500,59500,59500,6,4,2
BR1347,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,pilok GP 9432,klg,null,25000,30000,30000,30000,11,3,1
 BR0014 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,aquaprof 011 1kg putih,klg,null,54496,59500,59500,59500,6,8,6
 BR0364 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Dinabol 6X5Cm,pcs,null,800,1500,1500,1500,99999996,50,0
 BR0922 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Pintu pvc ping,set,null,160000,199000,199000,190000,7,3,0
BR1309,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,sekrap kaleng set,set,null,15000,20000,20000,20000,10,5,0
BR1407,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,kepala jet sower,pcs,null,25000,35000,35000,30000,4,2,0
 BR0498 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,gogrin ijo 3.00,lmb,null,83157,117000,117000,105000,19,5,7
BR1349,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,pilok GP 9997 putih dop,klg,null,25000,30000,30000,28000,23,3,1
BR1474,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,stop kran 1/2 kuningan,pcs,null,10000,22222,22222,22222,0,2,0
 BR0254 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,plitur propan y14 1kg,kaleng,null,70434,75000,75000,73000,17,2,0
 BR0794 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,mata gerinda bos kw 1 potong granit,pcs,null,70000,130000,130000,115000,35,3,3
 BR1150 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Talang Bulat 8'',pcs,null,60000,85000,85000,85000,19,10,0
 BR0409 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Fiber   Pager biru,pcs,null,19500,30000,30000,30000,99999993,20,3
 BR1028 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Selang BCP PUTIH 1 1/2,bh,null,10000,25000,25000,25000,10,3,1
 BR0180 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat avian SW PUTIH kecil,klg,null,10753,15000,15000,14000,10,2,2
 BR0307 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilex 243 5kg,kaleng,null,143000,159000,159000,158000,4,3,0
 BR1160 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Tang Potong Kabel Zz One,pcs,null,65000,85000,85000,85000,2,1,0
BR1304,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,kampak kayu,pcs,null,18000,30000,30000,25000,24,5,1
BR1415,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,saklar 2 IB biasa,pcs,null,11000,15000,15000,12000,22,0,0
 BR0296 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat q luc 1671 4.5kg,kaleng,null,63368,75000,75000,72000,3,3,0
 BR0996 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Rol Gagang Kecil,pcs,null,7083,15000,15000,15000,41,10,9
 BR0240 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat plitur belazo 711 1kg,kaleng,null,80000,95000,95000,90000,6,2,0
 BR0708 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kunci Inggris Kecil 8'',dus,null,45000,60000,60000,60000,6,3,0
BR1395,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,drat toren 3/4'',pcs,null,6500,10000,10000,8000,75,5,0
 BR0828 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Oker abu,pak,null,7000,15000,15000,13000,14,5,0
 BR1183 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Tee 1 1/4'' Aw,pcs,null,9000,14000,14000,14000,5,2,0
 BR0825 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Nok Spandek Polos ,lmbr,null,40000,80000,80000,70000,29,5,0
 BR1115 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,sower mandi kedeng biasa,pcs,null,55000,67000,67000,67000,3,3,0
 BR0593 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Keni 1'' AW,pcs,null,3749,7000,7000,7000,166,15,3
 BR0625 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Klem Besi 11/2',pcs,null,3000,3500,3500,3500,0,10,0
 BR1169 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,tarikan laci C 2 sedang,pcs,null,1250,5000,5000,5000,60,5,0
 BR0762 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Mata Bor Kayu Bulat 35Mm,pc,null,40000,60000,60000,60000,4,2,0
 BR1058 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Siku Rak 4X5,psg,null,5000,9000,9000,9000,28,8,0
 BR0650 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kramik Dinding 25X40,dus,null,45000,65000,65000,65000,100000000,20,0
 BR0059 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat avitek 765 1kg,klg,null,37000,48000,48000,45000,4,2,0
 BR0697 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kunci Besi 10 Gepeng,bh,null,17000,23000,23000,23000,11,3,1
